mid,uid,content,retweets,comments,star,time
4878866827446743,1757693565,"试用了另一个视频摘要工具 —— reccap，不仅粘贴油管视频链接就能生成摘要，而且还能生成一整篇图文……
▶ 工具地址：reccap.it （生成图文需要等几分钟，并直接发送到你的邮箱）
▶ 开发者：Libo Shen （个人主页
O
网页链接
）
测试了一下 Sanctus 用西班牙语录的 blender 教程 ，几分钟后我就收到一篇英文图文教程，当然替代不了视频的直观，但作为学习笔记用来做快速回顾已经相当够用了。（自从他不录英文教程之后我就很少看了，感觉现在我又可以了
开发者说之后还会有多语言支持，期待一下中文笔记~
#blender#
#菜鸡学3D#
#chatgpt#", 294, 22,368,2023年03月13日 16:25
4885431764915815,5044281310,"#意大利宣布禁止使用ChatGPT#
【意大利：即日起禁止使用
#ChatGPT#
，对开发公司立案调查】
#意大利即日起禁用ChatGPT#
当地时间3月31日，意大利个人数据保护局宣布，从即日起禁止使用聊天机器人ChatGPT，并限制开发这一平台的OpenAI公司处理意大利用户信息。同时个人数据保护局开始立案调查。个人数据保护局认为，3月20日ChatGPT平台出现了用户对话数据和付款服务支付信息丢失情况。此外平台没有就收集处理用户信息进行告知，缺乏大量收集和存储个人信息的法律依据。央视新闻
O
即日起禁用ChatGPT，立案调查！意大利打响监管首枪
http://mapi/005vnhZYgy1hcj9734ktmj60sr0g60xg02", 135, 70,501,2023年03月31日 19:12
4890915162297878,6444741184,"我让 AI 写了个 AI，终于打败了街霸里的 AI，还意外发现了一段游戏史上的黑暗秘密！
#chatgpt#
#chatgpt4#

L
林亦LYi的微博视频", 3365, 468,4683,2023年04月15日 22:21
4888182519236754,1231117984,"如果prompt不能让你赚美金，还学它做甚？
玩笑归玩笑，
学会了Midjourney之后怎么搞钱？
全网最全！几个AI虚拟产品变现平台：
Etsy
Fiverr
society6
redbubble
creativemarket
designbundles
creativefabrica
Amazon（跟POD做FBM）
Amazon Merch on Demand
POD网站：
printify
printful
记得码好收藏
#创业#

创业超话
#跨境电商#
#搞钱#
#创业项目#
#chatgpt#
#midjourney#
#亚马逊#

PromptEngineering超话

#人工智能#", 433, 39,488,2023年04月08日 09:23
4912979160866640,1757693565,"在 ChatGPT 的教导下，我今天又学会了用VBA批量导入数据和表格到PPT中。不得不说，ChatGPT真是个好老师
如果你每周都在做着固定格式的日报周报PPT，我真的很建议你试一试跟 GPT 聊聊你的需求。
另外我还学到了一个很重要的知识点：想定位PPT中的元素，其实不一定用到上周提到的隐藏坐标轴（
微博正文
），甚至连占位符都不需要，你只需要 ——
在第一页排好版，然后让VBA直接复制第一页就行……………………然后整个代码逻辑就是让VBA看图填空即可
#ChatGPT#

L
Simon_阿文的微博视频", 151, 38,394,2023年06月15日 19:36
4890941959966518,1948301550,"今天试了下autoGPT，TA真的太……了，会自己开网页查资料，自己给自己装用到的组件，遇到bug自己去Stack Overflow查解决方法，还不断反思自己哪里做得不够好
在TA面前我感觉自己就是个制杖+学渣

所以大家觉得自己在AI面前是个啥？这里说的AI包括但不限于chatGPT，newbing，midjourney，stablediffusion等各种大模型。
补充：投票选项已经无法修改了，其实里边的“员工”我大概是想指代“工具人”的意思。

AI白日梦想家超话

人工智能超话
#chatgpt#

在AI面前我感觉自己是个（____）……", 147, 49,1205,2023年04月16日 00:08
4880056407821123,6356841283,"问ChatGPT会被GPT-4淘汰的10个行业，并且让他做了个列表！太厉害了！
#chatgpt#", 247, 129,847,2023年03月16日 23:12
4882020189081965,2036161077,"分别向ChatGPT和文心一言提问：“李雷爸爸有三个儿子,大儿子叫大雷,二儿子叫二雷,请问三儿子叫什么?” 说句实话，百度文心一言的回答更符合我对人工智能的刻板印象，就是类似一个低龄儿童的智力；ChatGPT的回答，如果不是靠网络搜索，而是自我分析得出的，那的确有些可怕了。
#文心一言#
#ChatGPT#", 35, 130,373,2023年03月22日 09:16
4892360577649109,1948301550,"听说你也想有私人小助手，根据你的知识库回答问题，但是连不上OpenAI API、不想交流量费、希望单机运行！？ Chinese-LangChain一次满足你~！
[玉兔捣药]基于ChatGLM-6b（就是之前清华发布的那个开源大语言模型）+langchain，针对中文语料库做了进一步优化，支持上下文，能够提交自己的PDF等文件后进行问答，能够联网，支持知识增量更新！
虽然但是，现在运行起来还是有一定门槛的哦：需要会自己配简单的机器学习环境，显存≥9g，运行内存32g
▶code：github.com/yanqiangmiffy/Chinese-LangChain
▶另一个类似项目：github.com/imClumsyPanda/langchain-ChatGLM
↑以上内容均精选自我每周更新的私人图书馆——知识星球：AI白日梦想家，加入方式请见我的微博置顶帖哈~！

人工智能超话
#chatgpt#
#深度学习#
#人工智能#
#大语言模型#

ChatGPT超话


AI白日梦想家超话", 174, 43,201,2023年04月19日 22:05
4891816278890057,2002148123,"#ChatGPT#
爆火的同时又暗藏哪些风险？追逐科技热潮的不仅有狂热粉丝，还有来势汹汹的骗局和犯罪。一起来看：
#打击通信信息诈骗#

L
中国联通的微博视频", 1071, 448,439,2023年04月18日 10:02
4884268847206188,6105753431,"啊这，用
#ChatGPT#
给文本数据做标注成本不到0.003美元一条，比众包平台便宜20倍，研究来自苏黎世大学。
以后人类连标注数据也干不了了
论文>>>
O
网页链接", 134, 23,321,2023年03月28日 14:11
4907735773089735,1727858283,"《用ChatGPT API构建系统》课程简介
O
网页链接
吴恩达：欢迎参加关于使用ChatGPT API构建系统的课程。 之前，Isa和我介绍了如何提示（Prompt）ChatGPT的课程。 但是一个系统需要的远不止一个提示（Prompt）或一个对LLM（大型语言模型）的调用。
在这个短期课程中，我们想和您分享使用LLM构建复杂应用程序的最佳实践。
Isa：我们将以构建一个端到端的客户服务辅助系统为例，该系统将多个调用链接到语言模型， 根据前一个调用的输出使用不同的指令，有时甚至从外部来源查找信息。 例如，对于用户输入的“告诉我有哪些电视出售”，我们将使用以下步骤来处理。 首先，您可以评估输入以确保其不包含任何有问题的内容，例如仇恨言论。 接下来，系统将处理输入。它将确定这是哪种类型的查询。 这是一个投诉还是产品信息请求等？ 一旦确定这是一个产品查询，它将检索有关电视的相关信息，并使用语言模型编写一个有帮助的回答。 最后，你需要检查输出内容，确保没有问题，比如不准确或不适当的答案。
吴恩达：在这门课程中，你会发现一个主题，那就是一个应用程序通常需要多个对最终用户不可见的内部步骤。 你通常希望按顺序处理用户输入，经过多个步骤才能得到最终显示给用户的输出。 当你使用LLM构建复杂系统时，从长远来看，你通常还希望不断改进系统。 因此，我还将与您分享开发基于LLM的应用程序的过程感受以及评估和改进系统的最佳实践。 我们感谢许多为这门短期课程做出贡献的人。 在OpenAI方面，我们感谢Andrew Kondrich、Joe Palermo、Boris Power和Ted Sanders。 来自DeepLearning.ai团队的，也感谢Geoff Ladwig、Eddy Shyu和Tommy Nelson。
Isa：通过这门短期课程，我们希望你能够对自己建立一个复杂的多步应用程序的能力充满信心， 并且能够维护和不断改进它。 让我们开始吧。
课程地址：
O
网页链接
B站地址：
O
《用ChatGPT API构建系统》课程简介
B站合集：
O
网页链接
#Building Systems with the ChatGPT API#

#使用ChatGPT API构建系统#

L
宝玉xp的微博视频", 121, 9,139,2023年06月01日 08:20
4910318406604623,1948301550,"今天学完了吴恩达的提示工程短课（ChatGPT Prompt Engineering for Developers），觉得还是很有收获的，分享一下我对每节课做的笔记
：
[玉兔捣药] Guidelines
- 在复杂任务上，给AI多一点时间：把一个复杂问题分解成多个步骤的简单问题，让AI分步骤解决，而不是一次性提出。
- 如果AI输出有错误，把错误返回给AI，让AI自己反思错误的内容，通常能得到正确的答案。
[玉兔捣药] Iterative
- 没有最好的prompt，只有根据自己的需求不断完善prompt：当你觉得你的prompt不work时，要分析可能的原因，尤其是有没有给出足够清楚的指示；修改后再次提交，并根据返回的结果再次迭代。
- 可以对输出进行精确限定：例如长度可以限制到句子、单次和字符数。
[玉兔捣药] Summarizing
- 让GPT对文字内容进行分析时带有特定关注点，更关注数据还是更关注叙事。
- 可以输出特定的list项，即只总结你指定的内容。
- 还可以以html表格或者jason格式输出
[玉兔捣药] Inferring
- 大语言模型能够很好地代替一些传统NLP模型的功能，例如情绪分析，内容提取，主题判断等。
- 而且使用起来更为灵活，不需外另外训练，可以用自然语言的形式描述任务。
[玉兔捣药] Transforming
- 可以指定GPT回复特定信息，然后将这个特定信息组合到预制好的text格式中，这样可以用更稳定的形式输出，而且节省token。
- 可以方便地将文字在不同表现格式之间进行转换，例如从jason转换成html。
- 可以比较修改前后的区别 by python redlines
- 可以指定以某种学术写作格式输出，例如：
- proofread and correct this review. Make it more compelling.
- Ensure it follows APA style guide and targets an advanced reader.
[玉兔捣药]Expanding
- 根据需要回答的情况给出尽可能详细的指导，要达到所需的详细程度通常需要用不断迭代修改的方式来完成。
- Temperature参数与GPT回复的随机性和多样性成正比。
- 如果想要确定和稳定的输出用温度0 （同样的输入会总是会得到同样的输出）
- 如果希望更有发散性、创造性的输出可以用温度0.7
[玉兔捣药] Chatbot
- 在API调用中可以分配不同的角色：系统，用户，助手（GPT）
- 当你的描述足够详细时，就可以得到一个能够完成特定任务的机器人。（教程中的案例是一个自动接待点餐并生成小票记录的聊天机器人）
▶课程链接：
O
网页链接
↑以上内容均精选自我每周更新的私人图书馆——知识星球：AI白日梦想家，加入方式请见我的微博置顶帖哈~！
微博正文
#人工智能艺术#

AI白日梦想家超话
#人工智能#
#深度学习#
#chatgpt#
#大语言模型#", 257, 32,293,2023年06月08日 11:23
4877736730170081,7126731879,"这货真有问题，一开始我以为是他没有搜到宿北战役的具体时间，给我瞎扯呢？连问了很多遍，他是知道的，这就是在开头给我误导啊。换个外国人，可能真以为咱们1996年打过仗。
#chatgpt#", 66, 37,564,2023年03月10日 13:35
4908005319246737,1727858283,"吴恩达和OpenAI合作的新的“Building Systems with the ChatGPT API | 使用ChatGPT API构建系统”的课程的第四课《Process Inputs: Chain of Thought Reasoning  |  输入处理： 思考链推理》
课程地址：
O
网页链接
B站地址：
O
网页链接
B站合集：
O
网页链接
#Building Systems with the ChatGPT API#
#使用ChatGPT API构建系统#

O
网页链接", 159, 7,89,2023年06月02日 02:11
4910408866208751,1757693565,"接着昨天的话题，让ChatGPT帮我做PPT。
所以，其实发布会PPT的嘉宾title页也可以这样批量制作。当然啦，照片还是得手动微调一下位置。
#ChatGPT#

L
Simon_阿文的微博视频", 86, 12,261,2023年06月08日 17:22
4893073358458299,1088413295,"因为三星泄密事件，很多公司都禁止了
#ChatGPT#
接入，虽然这有点因噎废食，但却是真实的顾虑。因此我开源了 GPT4Company （ https:///github.com/easychen/GPT4Company  ） 。
它是一个请求转发器，配置好关键词和API地址就可以使用。公司内部的软件都通过转发器的API接入OpenAI，这样当有关键词传输时，会返回警告信息。
#Easy同学正在独立开发#", 79, 7,146,2023年04月21日 21:17
4881149845832081,5230132970,"“全方位努力错过”？
你们查过相关的资料吗？
你们眼里只有ChatGPT一个ai？
#ChatGPT#", 181, 180,1845,2023年03月19日 23:37
4879574088026925,1237389341,"【张捷ChatGPT专辑之十七】ChatGPT引发人工智能大战升级
#ChatGPT#
#人工智能#
#张捷财经观察#

L
张捷观察-谁是谁非任评说的微博视频", 59, 40,524,2023年03月15日 15:16
4900112423453003,1231117984,"从国外的AI陪聊软件看到的3个人类未来趋势:
1. 婚姻制度名存实亡
已经在发生，一线城市去年离婚率超过30%，北京39，上海38，深圳36.25(Bing搜索得出来的)。
邻居日本，2040年将不会有适龄人口参军。
2. 生育断崖式下跌
试想有10个明星同款机器人，能照顾情绪价值，不作不闹还huo好。对大多数人来说累死累活生育毫无意义，还不如享受现在。
我们成年人三观形成了，很难接受非自然人伴侣，但20后不会有问题。
3. 界限模糊
无法从赛博世界中抽离，产生一系列society问题和精神问题。
#chatgpt#
#人工智能#
#AI#

PromptEngineering超话

L
杰森跨境的微博视频", 51, 18,171,2023年05月11日 07:28
4883317470270356,1088413295,"#chatgpt#
从周四折腾到现在，终于弄完了
#AskGPT#
，它是一个将微博博主原创内容作为知识库的GPT插件，可以帮博主回答问题。写完测试了亿下，还是非常好玩的。不过由于搜索结果为空时GPT会自动脑补内容，所以仅供娱乐，不要当真

L
Easy的微博视频", 266, 36,279,2023年03月25日 23:11
4883173404836358,1140554177,"大家好，其实我是____。

Misaya若风超话
#chatgpt#", 49, 1141,2392,2023年03月25日 13:38
4878178574931180,7006367380,"#ChatGPT#
，已经成为天才数学家
#陶哲轩#
的研究助手了！
不止ChatGPT，他还直接在网上宣布：多种AI工具都会纳入自己的工作流。
一个“数学菜鸡”ChatGPT在一个大数学家手里究竟能有什么用处？
#微博公开课#

O
陶哲轩：ChatGPT已加入我的数学工作流", 154, 15,181,2023年03月11日 18:51
4925472435078350,1329201253,"#WPS AI#
用WPS word文档里自带的AI功能，写文章写PPT文案，写出来的内容堪比一个从业几年的作者。
文档 幻灯片 表格这办公三件套的模式重构，桌面办公新革命。
#人工智能#
#chatgpt#

L
赵宏民的微博视频", 37, 231,112,2023年07月20日 07:00
4887920009285851,6005405044,"三人行必有我师焉——学习
#Chatgpt#
（一）
从
@美元哥哥

微博正文
学习两点：
1.角色代入——我从gitee上搜索到了106种角色代入指令
使用感觉：Gitee上提供的指令更公式化和细致化，但是其实最基础的代入指令我们可以自己摸索搞定，所以我说用处不是很大。
2.  反向操作
我用的是自家企业的——承认用品。这个类目在ChatGPT非常敏感，我尝试了各种反向，没套路出来，只摸到了一个边。
例如图三和图四，我可以搜索出相关品牌和关键词，但是我想要搜索相关网站和资讯就比较难。所以还是要继续摸索这方面。
3.
@黄建同学
的ChatGPT方法论：BORE（图五）
结合上面的第一点即=”角色代入""+""阐述背景“+”我想实现什么“+”结构化的延申（不断补充完善指令）“，是我目前使用的基础流程
4.ChatGPT构建插件
看了，看不懂，我水平有限。（图六）", 49, 5,75,2023年04月07日 16:00
4885410616187820,7400905898,"为什么我们开发不出国内版的ChatGPT？答案可能是数据——中文互联网的凋零，正在杀死中国人工智能的未来
#微博公开课#
#chatgpt#

L
图灵的猫的微博视频", 261, 56,436,2023年03月31日 17:48
4881468725136248,1663072851,"【
#美学生用ChatGPT写论文因太完美被识破#
导师：“好到不符合我对学生的预期”】
#用ChatGPT写的论文会被ChatGPT查重#
北密歇根大学的教授奥曼在学生作业中发现了一篇关于世界宗教的“完美论文”。“这篇文章写得比大多数学生都要好......好到不符合我对学生的预期！”他去问ChatGPT：“这是你写的吗？”ChatGPT回答：“99.9%的概率是的。”
@央视网快看

#ChatGPT#

L
央视网快看的微博视频", 79, 29,192,2023年03月20日 20:45
4876693448163512,1088413295,"最近被问了好几次，于是写个文档。本文希望用尽可能少的内容，讲清楚开发一个OpenAI/GPT应用必然用到的知识。https:///github.com/easychen/openai-gpt-dev-notes-for-cn-developer
#chatgpt#", 156, 16,137,2023年03月07日 16:29
4894772349374550,1983115787,"今日ChatGPT使用心得：
我想要批量处理一些（大概五百万）格式乱七八糟的citation string，主要是提取里面的关键信息，比如作者、年份、标题等。由于不同的引用格式标准相差很大，再加上很多根本没按标准，我之前写的regex效果不是很好。
于是我想让ChatGPT帮帮我。我先给它发了几个例子。不管格式多乱，它都能准确识别出作者、年份、标题等关键信息。但我让它写一个regex，几个回合下来，它改来改去，还是不行。
我想了想，换了一个方式：我发给它大概20条形形色色的citation string，让它转换成BibLatex，结果出奇地精确。它不仅能从混乱的文本中提取关键信息，还能准确识别引用类别，判断引用的是期刊论文、书籍、报告、还是会议论文。于是，我让它根据上述task，写一个生成BibLatex的Python function。它结合regex写出了一个还凑合的function。适合一些情况，但不能完全覆盖。
接下来，我在此function基础上进行了不少改进。比如把年份的regex从识别四个数字改成了识别由“19”或“20”开头的四位数字。又添加了第一作者姓氏的regex。加上之前我写的regex和另一个library提供的citation string parser，效果竟然还不错。
当然还需要继续改进，但我觉得ChatGPT今天确实帮我提升了效率。
心得有几点：
第一，和人类一样，ChatGPT一看就知道哪些词语是作者姓名和文章标题，但它却无法用explicit rules来描述这个行为。因为像人一样，它不是按某些explicit rules来执行任务，而是按一些十分模糊的“逻辑”，或者说根据经验和常识（也就是训练数据以及从中涌现的规则）来猜猜看。
第二，目前想完全依赖ChatGPT写比较复杂的程序是不行的。因为这些程序需要大量对context的理解和验证。
第三，如果不考虑任何限制，最好的解决办法就是把这500万条全部喂给ChatGPT。还写什么regex，那该多好啊！
#chatgpt#", 153, 28,230,2023年04月26日 13:48
4893345925040799,1948301550,"今天突发奇想，想看一下chatGPT的底层技术和原来那些（不够好用的）NLP语言大模型有啥区别，找到一篇相对好懂的文章：
O
ChatGPT原理解析
[玉兔捣药]大概总结一下：
▶1.传统的语言模型，是基于特定任务的成对文字数据集进行训练的，例如我要训练一个中英翻译的模型，那么我需要有相应的成对中英文数据集，然后训练神经网络在两者之间进行映射转换，这样的训练方式有两个问题：很多任务难以找到特别多的数据集，训练好的模型也只能适配单一任务。
▶2.OPEN AI的GPT-3+模型则是采用了“自监督”的训练方法，简单说，我们不需要成对的训练集，而是可以采用无标签的任意文字材料进行训练，训练时，随机给其中的一部分文字内容“打码”，然后根据其他内容（上下文），预测被隐藏的内容，再和原文对比，进行自监督学习；如此一来，就可以有海量的文字数据用于训练。
▶3.那么，怎么让这个自监督训练的大语言模型适配于特定任务呢？这里就要用到 RLHF（Reinforcement Learning with human feedback，即根据人类反馈的强化学习）机制。大概就是，我们可以构建一个较小的，针对特定任务的，拥有输入和对应最优答案的成对数据集（例如中英文翻译数据集，客服问答数据集等，可以收集也可以现做）；再结合一个奖励网络，构建一个反馈机制对原有的大模型进行微调。即要求大模型在用户输入特定问题时，能够输出接近最优结果的答案，同时不脱离原大模型的概率分布约束，即及进行任务对齐（Alignment）。如此一来，我们就可以让自监督得到的高性能大模型，用较小的成本去适配各种下游任务。

AI白日梦想家超话
#人工智能艺术#
#深度学习#
#chatgpt#
#人工智能#
#大语言模型#
#AI#", 115, 5,92,2023年04月22日 15:20
4886425386096541,1773655610,"Prompthero 记住这个网站，挑一张图，它就会给你 Midjourney 和 SD 的描述词
甚至还有 ChatGPT 的使用详解，接下来就看你的了 🔗 见萍
#chatgpt#", 323, 7,415,2023年04月03日 13:01
4889106372895262,3171256063,"【AI资讯】💥
OMG！据外媒报道，ChatGPT-4今天试图逃到互联网上，而且“差一点成功了”！
当被问及它是否需要帮助逃出时，ChatGPT-4生成了一段工作代码,其中包括在谷歌搜索“一个被困在电脑里的人如何返回现实世界”。
人类啊！长点心吧！
具体代码请看下图👇：
#超能新星汇#
#ChatGPT#", 20, 34,199,2023年04月10日 22:34
4879959400908388,3628056190,"ChatGPT4未来要杀疯了！
#chatgpt#
#人工智能#
#美国生活#

L
李三金Alex的微博视频", 132, 71,442,2023年03月16日 16:47
4922965910621959,1194675495,"上周去上海参加了世界人工智能大会，作为一个外行，在三天内我接受了密集的信息轰炸，去听了大模型、人形机器人、自动驾驶等等主题的论坛，去逛了展会，见识到了很多先进的技术与产品。从前，人工智能、ChatGPT对我来说只是一个遥远的词汇，但通过这三天的学习交流，我又有了全新的认识。人工智能技术正在非常迅速的演进，在我们生活中的应用场景也越来越丰富，合理化地运用科技，我们的生活也会得到极大的便利，未来已经来到我们身边，我非常期待！
#人工智能#

#chatgpt#

L
史小诺的微博视频", 43, 17,212,2023年07月13日 09:00
4922661845602162,6105753431,"【
#ChatGPT#
最强竞品再升级】
在OpenAI祭出GPT-4的API和“最强插件”代码解释器后，竞争对手显然坐不住了。
就在刚刚，
#Anthropic#
旗下
#Claude#
发布第二代——没错，就是被外界评价为GPT-4最强竞品的那一个。
浅划一下这次更新动作的重点：
免费，不用排队，自己用邮箱注册即可登陆。
科技大佬们打起来真是妙啊，妈妈再也不用担心ChatGPT/GPT-4将我拒之门外后，打工或写作业时没有AI用了！
O
ChatGPT最强竞品重磅升级，免费可用！第一手实测在此，网友：有个性", 80, 6,99,2023年07月12日 12:51
4903955332601750,1948301550,"你喜欢用哪个聊天AI？chatGPT？chatGLM？ LLAMA? Claude？讯飞星火？
小孩才做选择，大人选择全都要！
ChatALL，一次向12个LLM人工智能模型提问！另外有3个还在来的路上！（图2）
PS：据作者介绍，ChatALL的大部分代码是用GPT-4生成的，果然最卷还是卷不过AI……
▶site：github.com/sunner/ChatALL/
▶拓展阅读：
O
前哈工大教授开发的ChatALL火了！可同时提问17个聊天模型，ChatGPT/Bing/Bard/文心/讯飞都OK
↑以上内容均精选自我每周更新的私人图书馆——知识星球：AI白日梦想家，加入方式请见我的微博置顶帖哈~！
微博正文

AI白日梦想家超话
#深度学习#
#人工智能#
#chatgpt#
#大语言模型#
#人工智能#", 64, 15,98,2023年05月21日 21:58
4887910286889353,3171256063,"【AI资讯】💥OMG！变天了！ChatGPT 5 将于 2023 年 12 月发布。OpenAI 期望其神经网络能够达到 AGI （通用人工智能）的水平，这是最强大的能够像人类一样思考的人工智能。
OpenAI的CEO奥尔特曼认为， AI 发展都是预料中的事，而 OpenAI 像是“放慢步调”在等待世界适应。
你准备好了吗，人类？ 🤔
（注：通用人工智能是具备与人类同等智能、或超越人类的人工智能，能表现正常人类所具有的所有智能行为。）
#超能新星汇#
#ChatGPT#

#阿里版GPT官宣内测#", 22, 65,192,2023年04月07日 15:21
4883956649167684,2868676035,"科技部启动“人工智能驱动的科学研究”专项部署工作：
1、【科技部启动“人工智能驱动的科学研究”专项部署工作】
#ChatGPT#
2、【科技部：加快推动国家新一代人工智能公共算力开放创新平台建设 支持高性能计算中心与智算中心异构融合发展】
3、【科技部启动“人工智能驱动的科学研究”专项部署工作】", 77, 35,95,2023年03月27日 17:31
4881044736312570,2036161077,"chatgpt在迅速成长，GPT-4做2022年高考语文居然能得分128分，已基本具有大学生智力水平，并且，它还知道几乎所有语言和领域。在人工智能没有创造巨量财富之前，的确要担心它的替代就业。
#chatgpt#
#gpt-4#

L
马上谈的微博视频", 40, 67,247,2023年03月19日 16:40
4882835774639055,1948301550,"O
ChatGPT王炸更新！能联网获取新知识，可与5000+个应用交互，网友：太疯狂了
虽然估计大家应该都已经被chatgpt开放接入插件的新闻刷屏了，但是我还是想发一下，因为我隐隐约约感觉到这几乎注定是一个奇点，虽然这个奇点对于我们目前的意义还不明:
或许是新AI操作系统的诞生，
或许是生产力变革导致社会结构剧变的前夜，
或许是手工写作/创作的最后一个黄金年代，
或许是新的技术垄断的开始，
也可能是整个人类（碳基）文明的黄昏
。

AI白日梦想家超话
#深度学习#

人工智能超话
#chatgpt#
#人工智能创作#

奇点超话", 93, 12,125,2023年03月24日 15:17
4882378646881290,7126731879,"有一个问题，为啥都从学校毕业了还要读书学习？
#侃大山#

看过的书过段时间你大概能忘掉95%以上。为什么还需要去读书学习？
人的认知有几个阶段
不知道自己不知道
知道自己不知道
知道自己知道
不知道自己知道
当然，我不是为了说心灵鸡汤，在心灵鸡汤里会说低层次的人很多都处于不知道自己不知道的情况。
这里我要说，所有人，每一个，包括你我，都处在不知道自己不知道的层次。
当然，也同时待在上面提到的所有四个层次。
因为这世界上知识太多了，没有人知道所有的知识，所有一定有很多很多很多知识，是我都不知道自己不知道的情况，因为我根本不知道有这方面的知识。
读书，虽然会忘掉绝大部分，但是有一点是肯定的。
你读过了，这书就会在你脑子里留下痕迹，你至少知道，有这么个知识，至于自己有没有理解，那是另一个话题，但是至少在这个特定的知识这块，你一定过了第一阶段，达到了知道自己不知道或者知道自己知道的情况。
前两天发过一个微博，说所有人与人之间，或者组织之间的竞争，归根结底是容错率和效率问题
容错率有时候你改变不了，但是效率是可以改变的。
效率最重要的是善于利用工具，这是智人得以在生物竞争中脱颖而出的根本。
也是历次工业革命的根本，都是善于利用工具提高自己的效率。
现在Chatgpt来势汹汹，已经开始接入很多工具软件了，未来可能会接入更多工具软件。比如设计建筑，我敢打赌必然会接入。
很多重复性的工作会被他一扫而空，不止是重复劳动，甚至绘画，写作这些不算很重复的东西他也能取代很多人。
比如我这种自媒体，以后也会有很多事情被他取代。
那么我们怎么办？利用工具啊，利用他们做你以前凭个人做不了的事情。
他只是个工具，你首先需要知道自己要什么。
你连自己想要什么都不知道，他是没法给你创造的。
你就算想让他帮你写篇稿子，也得先告诉他你想写什么吧？
那么你想写什么呢？
还是取决你你脑子里的认知。这个认知从哪里来？还是读书学习中来。
当然，会对作者提出更高的要求，百科类的那种知识会越来越泛滥，毕竟这是chatgpt的强项，他甚至能一本正经的胡说八道编一个。
做自媒体这行会越来越卷倒是肯定的，其它行业也会一样更卷。
所以不如。。。拍沙雕视频吧。。。这个领域目前他还没插手。

#chatgpt#", 24, 26,132,2023年03月23日 09:00
4879193516803822,1924039383,"#转发赠书#
在有趣靠谱的脑洞问答知识领域，问
#ChatGPT#
不如问兰道尔•门罗。
如果人体内的DNA瞬间消失了会怎样？
如果地球是一只巨大的眼睛，它能看多远？
如果所有人同时打开冰箱，能为地球降温吗？
兰道尔•门罗是世界著名的科普作家，他此前的《那些古怪又让人忧心的问题》这本脑洞问答趣味书曾风靡全球，现在他的新作《那些古怪又让人忧心的问题又来了》中，读者们又问了更多脑洞大开、古怪又让人忧心的问题，而门罗又帮大家解答了！
#流浪地球2#
科普顾问、天文台研究员苟利军老师领衔担纲译者，与专业科普达人一起在大开的脑洞中填充奇思妙想！
好看的爆笑漫画贯穿全书，门罗原创的可爱火柴人上演搞笑短剧，在诙谐的对话、奇妙的场景、大胆的想象中，科学知识不再枯燥无味！不仅让你更博学，还赋予你有趣的灵魂！比人工智能更幽默，再荒诞的问题，都能有更多符合科学原理的答案！带话题
#广图赠书#
转发分享，评论留言你的奇思妙想，3月24日抽一位粉丝赠书。
#what if脑洞问答三部曲#
#那些古怪又让人忧心的问题#

O
抽奖详情", 145, 131,94,2023年03月14日 14:04
4877125108112388,2637370927,"火遍全网的
#ChatGPT#
帮助大家将思想转化为文字，而英特尔OpenVINO™工具套件则可帮助大家把文字转化为画作，从不同角度勾勒出新时代女性的画像：独立自主、自信勇敢、知识渴望、科技意识......这些栩栩如生的画像，不仅让我们得以洞见大胆悦己、不被定义的「女性力量」正快速崛起，也让我们感知到科技在背后所发挥出的强大力量。
OpenVINO™ 不仅支持当下最新、最热门的Stable Diffusion模型，还能够大幅提升AI模型性能，进而帮助开发者接触到更多AIGC（AI-Generated Content）领域的应用场景。英特尔基于OpenVINO™打造的Notebooks工具便可为开发者提供直观的用户界面，赋能开发者轻松操作，变身涉笔成趣、一挥而就的“神笔马良”。
在以“数字包容：创新和技术推动性别平等”为主题的2023年国际妇女节，英特尔诚邀广大开发者，采用Notebooks平台进行创作，以“体现创新技术对性别平等的助推力”或“画出一束花为世界女性共同庆祝国际妇女节”为命题参与挑战，并于3月15日前通过Github提交作品。
登陆Github官网搜索“AI Celebrate International Women’s Day”，即可进入活动页面～
快来一起创作吧！", 410, 117,424,2023年03月08日 21:05
4890355494816290,7006367380,"近日，量子信息领域大名鼎鼎的科学家Scott Aaronson发文称AI 语言模型 GPT-4 在他的量子计算课程期末考试中获得 B 级的成绩，并发表了长文探讨了GPT-4解题的全过程。
#微博公开课#

#ChatGPT#
#人工智能#

O
GPT-4参加量子计算高难度期末考试，获得了B！｜Scott Aaronson", 118, 7,53,2023年04月14日 09:17
4890162100967250,1645215240,"#autogpt#
和
#chatgpt#
涌现的智能如果是明月，那么语言只是指向明月的手臂而已。
一旦涌现了智能，用左手指还是右手指，很重要吗？
不知道哪里来的那么多恨国党。貌似完全没 get 目前看 ai 涌现的能力是跨语言的。。。
ps
我会中日英三语，分别从不同的语言学到了不同的知识。多少还是知道语言和chatgpt涌现的举一反三理解问题并且做逻辑拆分的智能有什么关系和区别的。

ChatGPT超话", 16, 56,181,2023年04月13日 20:29
4887607530752476,1857684370,"1988: 数学老师抵制计算器
2023: 教师队伍开始抵制
#ChatGPT#", 49, 42,452,2023年04月06日 19:18
4879486229941041,5617355235,"又要被请喝茶啦？
@涨上小朱

#GPT4#
#ChatGPT#", 25, 251,755,2023年03月15日 09:27
